Unnamed: 0,Tweets,ID,Length,Date,Source,Likes,Retweets,User,Sentiment,Hour,Month,Day,Month_f
32,@Sarfaraj1835 @JioCare @reliancejio @airtelindia 100% true,1151195013470011393,58,2019-07-16 18:20:54,Twitter for iPhone,0,0,ghanshyamvagh13,1,18,7,16,JUL
33,@TajinderBagga Seriously fed up with these alerts @reliancejio @JioCare . Does anyone know how to stop these??,1151194784947511296,110,2019-07-16 18:19:59,Twitter for Android,0,0,Nationalist_AA,-1,18,7,16,JUL
34,"@JioCare @reliancejio @jio
Please help me to get my 2500 Rs refund for gigafiber activation failure. It is been mor… https://t.co/EfgjcyhakI",1151194197895987200,140,2019-07-16 18:17:39,Twitter for Android,0,0,vinodstanur,-1,18,7,16,JUL
35,@TRAI @reliancejio @sonykbc6 just now received a call from this number saying my number is selected for 25 lakhs pr… https://t.co/c6oTpnHLVC,1151193134123982848,140,2019-07-16 18:13:25,Twitter for Android,0,0,TheStouthearted,0,18,7,16,JUL
36,@PAVAN30020 @Techglares @reliancejio It's better then urs...,1151192982533447681,60,2019-07-16 18:12:49,Twitter for Android,0,0,harishmamidi4u,1,18,7,16,JUL
37,Should I consider other networks @JioCare? @reliancejio facing poor Internet Services in most areas and it has been… https://t.co/luWv4diFpu,1151192906666872832,140,2019-07-16 18:12:31,Twitter for iPhone,0,0,Manasvi_95,-1,18,7,16,JUL
38,"@JioCare @reliancejio @jio
Bad Internet speed in my area https://t.co/D0Tm4LqsKl",1151192661925093376,80,2019-07-16 18:11:33,Twitter for Android,0,0,ayushgenius007,-1,18,7,16,JUL
39,@Sarfaraj1835 @JioCare @reliancejio @airtelindia I am also feeling bad from 9 months.,1151192299855941632,85,2019-07-16 18:10:07,Twitter Web App,0,0,imyogeshgole,-1,18,7,16,JUL
40,"Lacking detailed, accurate #NetworkPerformance information, @reliancejio chose #Skylight to assure their nationwide… https://t.co/nDY8TvU8NH",1151192130196594691,140,2019-07-16 18:09:26,HubSpot,0,0,Accedian,1,18,7,16,JUL
41,"Very bad speed 
Sa*a dimag khrab ho jata h 
Tell me what's my fault for  choosing jio  
@TRAI  @JioCare… https://t.co/4o3Pm0JqN1",1151192012126711808,128,2019-07-16 18:08:58,Twitter for Android,0,0,Radheyraman_,-1,18,7,16,JUL
42,@reliancejio @JioCare Are you really still into 4G business by providing 35kbps speed??? Which one you lack 'shame'… https://t.co/DY0M4k2fCe,1151191867368734721,140,2019-07-16 18:08:23,Twitter for Android,0,0,SuvasysBanik,1,18,7,16,JUL
43,@faizhasanfz @JioCare @reliancejio And you gave 2 star to them #worsenetwork #shameonjio,1151191393122975745,88,2019-07-16 18:06:30,Twitter for Android,0,0,iajaykk,0,18,7,16,JUL
44,Please improve internet speed(No of bandwidth) in my area.I have trouble Internet speed for two months. Dropped pin… https://t.co/q0l8xOhXCq,1151191391214559233,140,2019-07-16 18:06:30,Twitter for Android,0,0,ISatyamAcharya,-1,18,7,16,JUL
46,"@VodafoneIN please improve your service. Now I am tired of complaining. We are using your service by paying money,… https://t.co/PVr6FnguPo",1151190968370192385,139,2019-07-16 18:04:49,Twitter for Android,0,0,sumil_sindhi,-1,18,7,16,JUL
47,@GTPL_Hathway @reliancejio @JioCare @TRAI @DoT_India The worst and fraudulent company in India. Never ever collobar… https://t.co/pb19Om8dUe,1151190675343499264,140,2019-07-16 18:03:39,Twitter for Android,0,0,BhavinVaghrchkr,-1,18,7,16,JUL
48,@reliancejio I get very bad network now a days.I am puzzled with jio network.,1151190150468083712,77,2019-07-16 18:01:34,Twitter for Android,0,0,MoolchandSonka1,-1,18,7,16,JUL
49,@reliancejio @JioCare #jio My Jio 4G network with the speed of 1.65mbps and Vodafone 4G network with 8.64mbps… https://t.co/1w4B3sSl7I,1151190112484515840,134,2019-07-16 18:01:25,Twitter for Android,0,0,Muhamma02272700,0,18,7,16,JUL
50,@NiKKBairwa @airtelindia @Airtel_Presence @airtelbank @reliancejio @airtelnews I am also shifting to @reliancejio a… https://t.co/cxNQLG9q40,1151189796779220992,140,2019-07-16 18:00:10,Twitter for Android,0,0,yugank4,0,18,7,16,JUL
51,@AadarshIndian @JioCare @reliancejio I also got the same message today .. @JioCare @reliancejio please check and confirm,1151189166450978816,120,2019-07-16 17:57:39,Twitter for iPhone,0,0,mishra_siddhi,0,17,7,16,JUL
52,@sheeba_pathak @MahekPoladia @reliancejio @airtelindia @VodafoneIN Even m facing the same issue,1151189141876400128,95,2019-07-16 17:57:34,Twitter for Android,0,0,Himakar21,0,17,7,16,JUL
53,"@reliancejio
Hello sir my self om Prakash my no is 7210068385 mene jab se jio me port krwaya h tab se mere abhi tak… https://t.co/nho7faX5iE",1151189055603793920,140,2019-07-16 17:57:13,Twitter for Android,0,0,omji1992,-1,17,7,16,JUL
54,@Aadhaar_Care @DalSing06778443 E-Aadhaar is not valid document as per @reliancejio and @JioCare . E-Aadhaar Print O… https://t.co/h4rIeUwTtS,1151188712639778816,140,2019-07-16 17:55:51,Twitter Web App,0,0,camnjha,0,17,7,16,JUL
55,@reliancejio @OfficialJioTV The network in my area is very slow. When I am opening jio tv then nothing is open. Eve… https://t.co/N8xxTGurQk,1151188247768289280,140,2019-07-16 17:54:00,Twitter Web Client,0,0,BablooKr8541,-1,17,7,16,JUL
56,"RT @pratik5star: Very disappointed with Jio connection in last few days.... 
Net speed is very slow... Even not able to load a mail.... 
Is…",1151188200217403392,140,2019-07-16 17:53:49,Twitter for Android,0,2,pratikchauhan20,-1,17,7,16,JUL
57,After facing speed issues in my area for last 1.5 years. I have run out of patience for jio. Maybe its time to cons… https://t.co/OoihMANuY4,1151187798571065344,140,2019-07-16 17:52:13,Twitter Web App,0,0,nabeelsaud9900,0,17,7,16,JUL
58,Jio doesn't cate about customers anymore. After I complained they asked me to DM them and discuss the issue and aft… https://t.co/jTG9d7VY16,1151187183195308037,140,2019-07-16 17:49:47,Twitter Web App,0,0,nabeelsaud9900,-1,17,7,16,JUL
59,@reliancejio @JioCare bhaisaab Aisa h ki pagal to tmlg sb mil ke bana hi rhe ho. Faltu ki bakwas bhi Ni band kr rhe… https://t.co/Iz1VgBAVpH,1151186814708801536,140,2019-07-16 17:48:19,Twitter for iPhone,0,0,rajput21693,0,17,7,16,JUL
60,@reliancejio @JioCare @JioNews The website to recharge sucks. showed that transaction failed but charged. Now JIO n… https://t.co/A8viLWkRZn,1151186808144912384,140,2019-07-16 17:48:17,Twitter Web App,0,0,PANKAJTANK,-1,17,7,16,JUL
61,@JioCare @Sarfaraj1835 @reliancejio @JioCare you guys are actually not aware of the level of frustation we have… https://t.co/2FciAI83sy,1151186229125353472,136,2019-07-16 17:45:59,Twitter for iPhone,0,0,rajput21693,-1,17,7,16,JUL
62,@Sarfaraj1835 @JioCare @reliancejio @airtelindia We all are suffering same dude jio sucks,1151185504206905346,89,2019-07-16 17:43:06,Twitter for Android,0,0,shubhamritam,-1,17,7,16,JUL
63,@reliancejio lose of money totally i need to port,1151185279987802117,49,2019-07-16 17:42:13,Twitter Web App,0,0,l_ummj,0,17,7,16,JUL
64,"@tatadocomo  + @airtelindia @Airtel_Presence 
Thank you so much for your response (through Facebook). It's time to… https://t.co/JpGIJJKB2Y",1151185025884254208,139,2019-07-16 17:41:12,Twitter for Android,0,0,Abhijit_Tapz99,1,17,7,16,JUL
65,"@reliancejio  Very bad Service internet by jio no improvment totally lost of money, i recharge in 3 no more than 5… https://t.co/JeP6JhQ0Ly",1151184938995081216,139,2019-07-16 17:40:52,Twitter Web App,0,0,l_ummj,-1,17,7,16,JUL
66,"@JioCare @reliancejio Which is the best operator in my area.. 
Let me know I want to switch..

@Airtel_Presence… https://t.co/k0yGU9ngAv",1151183907074633728,136,2019-07-16 17:36:46,Twitter for Android,0,0,dhavalmodi007,1,17,7,16,JUL
67,"After 20 days,

Status remains same. @Airtel_Presence 😡

Time to look for other options. 

@reliancejio @VodafoneIN https://t.co/VRQcsIRu2i",1151183792494657536,139,2019-07-16 17:36:18,Twitter for iPhone,1,0,VickyKedia,-1,17,7,16,JUL
68,@Airtel_Presencem @airtelindia  @airtelnews (7301594672)  your service is very poor in my area.   also 4g connectiv… https://t.co/rfEhjdVl08,1151183785418903552,140,2019-07-16 17:36:17,Twitter for Android,2,0,iamsachidanand,-1,17,7,16,JUL
69,"@JioMEANSWASTE_OF_TIME
#CHENGETHEJIO
I ALREADY COMPLAIN BUT I NEVER GET ANY SOLUTION FROM JIO. IF👎 @JioCare NEVER L… https://t.co/5IuhWc9S8H",1151183759506460672,140,2019-07-16 17:36:10,Twitter Web App,1,0,Harsh01360273,0,17,7,16,JUL
70,Dear @VodafoneIN  my mobile no. 7083442143 i am not getting internet Speed several time it's show no network no cal… https://t.co/N1ZEsw5QFD,1151183681324814336,140,2019-07-16 17:35:52,Twitter for Android,1,0,sharukhshaikh82,0,17,7,16,JUL
71,Dear @airtelindia @Airtel_Presence @airtelbank I’m totally frustrated with your service I’m tired to contact you ag… https://t.co/r1ejGb8PrH,1151183647916978176,140,2019-07-16 17:35:44,Twitter for iPhone,0,0,NiKKBairwa,-1,17,7,16,JUL
72,"Still waiting for your support @Airtel_Presence  worst network , worst 4G , worst customer service ever #fake4G hig… https://t.co/yFWm6fu05a",1151183486763454464,140,2019-07-16 17:35:05,Twitter Web App,1,0,I_M_SANZ,-1,17,7,16,JUL
73,@Airtel_Presence Looks like its time to say goodbye to airtel broadband @reliancejio fiber has been out in our soci… https://t.co/bQaCUgS8sR,1151183144147537921,140,2019-07-16 17:33:44,Twitter for iPhone,0,0,DeepaktbdKumar,0,17,7,16,JUL
74,"@reliancejio My network has stopped working suddenly.
No signal, did everything. Can you please see  what's going on?",1151182998605164545,117,2019-07-16 17:33:09,Twitter for Android,0,0,lets_dig_deeper,0,17,7,16,JUL
75,"@reliancejio 
@JioCare 
I think we pay the amount for 4g not for 2g or anything manytime i had done complaint but t… https://t.co/3rQ8Muiv89",1151182978191515648,140,2019-07-16 17:33:04,Twitter for Android,0,0,Raju_panday,-1,17,7,16,JUL
76,"@reliancejio
I have to make a serious confession that I made a mistake by using jio network.
O god, i have taken ye… https://t.co/5Hn4GULwxm",1151182952627179520,140,2019-07-16 17:32:58,Twitter for Android,0,0,krishandev_25,-1,17,7,16,JUL
77,@reliancejio @reliancegroup @WadivkarKi @RelianceDigital Sim card of  @reliancejio Jio (4G). See the speed and whos… https://t.co/w3jxvRB8vU,1151182512829296640,140,2019-07-16 17:31:13,Twitter for Android,0,0,WadivkarKi,0,17,7,16,JUL
78,"@JioCare No Response till now, so I should assume you're agree with Jio Store Person and @reliancejio will issue si… https://t.co/zqpA60A71i",1151182387163910145,140,2019-07-16 17:30:43,Twitter Web App,0,0,camnjha,0,17,7,16,JUL
79,We're experiencing so much slow internet and network issue since last 10 days on Jio network. Please fix this probl… https://t.co/jv7ws5QRBa,1151182230703624192,140,2019-07-16 17:30:06,Twitter for Android,0,0,abdullahanger,-1,17,7,16,JUL
80,@sunilprazapati @Airtel_Presence As you can see my network using hotspot of @reliancejio and will definitely port i… https://t.co/7Zvm69NDbM,1151181919473635328,140,2019-07-16 17:28:52,Twitter for iPhone,1,0,SumitPa24990408,0,17,7,16,JUL
81,"This song not available jio tune. Please approved this jio tune
@JioSaavnCare @JioSaavn @reliancejio @JioCare https://t.co/stkU8tPTyv",1151181876188418048,133,2019-07-16 17:28:41,Twitter Web App,0,0,MdSamirHasan9,-1,17,7,16,JUL
82,@JioCare I am not satisfied with your answer..  I think you are lost your valuable customers. If you provided this… https://t.co/AP4625eULi,1151181840754941952,139,2019-07-16 17:28:33,Twitter for Android,0,0,dhavalmodi007,-1,17,7,16,JUL
83,@JioCare @reliancejio Not getting any resolution on my problem @TRAI I am not be able to dial Jio customers care no… https://t.co/6A5qdVO7gx,1151181798728069120,140,2019-07-16 17:28:23,Twitter for Android,0,0,dhirenthaker,1,17,7,16,JUL
84,"Best speed ever
Thanks for this kind of service
@JioCare 
@reliancejio https://t.co/p6JGZfKySn",1151181705874571265,94,2019-07-16 17:28:01,Twitter for Android,0,0,Azamshams_75,1,17,7,16,JUL
86,RT @Dkgautam0001: Very bad to see today @JioCare network strengthen and speed Goes down 0.59kbps 😢😢 @reliancejio @Twitter,1151181488135688192,121,2019-07-16 17:27:09,Twitter for Android,0,1,Dkgautam0001,-1,17,7,16,JUL
87,"Very disappointed with Jio connection in last few days.... 
Net speed is very slow... Even not able to load a mail.… https://t.co/YC4Hg0xWa7",1151181410129944576,140,2019-07-16 17:26:50,Twitter for Android,2,2,pratik5star,-1,17,7,16,JUL
88,"@reliancejio @JioCare @TRAI @rsprasad Hi all, great services provided by you guys kindly see the attachment.  #very… https://t.co/47sfIlP2LO",1151181180772896768,140,2019-07-16 17:25:56,Twitter for Android,0,0,aarya_anshu,1,17,7,16,JUL
89,"@ShaiqFayaz @reliancejio @Idea Don't port to @Idea or @VodafoneIN 
They have worst service benchmark. Don't get foo… https://t.co/PreUClvgza",1151181128100962304,140,2019-07-16 17:25:43,Twitter Web App,0,0,talktomehiya,-1,17,7,16,JUL
90,Dear @reliancejio please take extra 399 and do a favour on me by not calling your network #4g @JioCare… https://t.co/ss3qznOwi5,1151180849598959617,127,2019-07-16 17:24:37,Twitter for Android,0,0,Deshbkakt_PM,0,17,7,16,JUL
91,"@VodafoneIN I have no option left but to port Vodafone into @airtelindia or @reliancejio
I've had enough. https://t.co/Rxjfmq6GQ5",1151179703434317827,129,2019-07-16 17:20:03,Twitter for Android,0,0,humairamrcc,0,17,7,16,JUL
92,"@reliancejio @JioCare @jio still no call from your side for the issue raised yesterday.
I am having second thoughts… https://t.co/rgVQQ0IKy5",1151179662904573953,140,2019-07-16 17:19:54,Twitter for Android,0,0,sumishmulki,0,17,7,16,JUL
93,Really amazed on your service @reliancejio @JioCare seen a 360p 11mins video within 50mins. Keep it up guys 😤,1151179623654252544,109,2019-07-16 17:19:44,Twitter for iPhone,0,0,raghultalks,1,17,7,16,JUL
94,"If you are not solve problem in this area we will go to consumer court through public petition..
Hence you should r… https://t.co/hz27UqbvPN",1151179569862344704,140,2019-07-16 17:19:31,Twitter Web App,0,0,Linkankalita,0,17,7,16,JUL
95,I am a jio customer..for network related issues we unable to use data services and phone call also last 6 months.tr… https://t.co/GVq9zUTg9Y,1151179561758949378,140,2019-07-16 17:19:30,Twitter Web App,0,0,Linkankalita,-1,17,7,16,JUL
96,⁦@JioCare⁩ ⁦⁦@reliancejio⁩  pls look into to fix solution https://t.co/cECkTcRiyQ,1151179376144240640,81,2019-07-16 17:18:45,Twitter for iPhone,0,0,sagadevikram,0,17,7,16,JUL
97,In customer service  @airtelindia @Airtel_Presence  is better then @reliancejio,1151179213992419328,79,2019-07-16 17:18:07,Twitter for Android,0,0,Kamaleshk555,1,17,7,16,JUL
98,@reliancejio India's worst network. I've recharge my phone with talktime of rs 20 first but I couldn't make calls s… https://t.co/a71lXnWdZ4,1151179114734186497,140,2019-07-16 17:17:43,Twitter for Android,0,0,ThiteShambhavi,-1,17,7,16,JUL
99,"@jdsoni7 @reliancejio @Twitter @amazonIN @ESPNcricinfo @JioCare Got sorted automatically, only having NAT issues rest it works fine",1151179020941139969,131,2019-07-16 17:17:21,Twitter for Android,0,0,Sushant196,1,17,7,16,JUL
0,@Airtel_Presence This is heights of providing worst service my data icon shows 4G+ and taking ages to stream a show… https://t.co/t1BCYY5f51,1151222433879228416,140,2019-07-16 20:09:51,Twitter for Android,0,0,khalandar78667,-1,20,7,16,JUL
1,"@JioCare @reliancejio what a service u are providing? No network at all in Delhi (Vasant kunj D6 , Narmada apartmen… https://t.co/hx7r1Rkhnd",1151219682554179585,140,2019-07-16 19:58:55,Twitter for Android,0,0,cavarun12,0,19,7,16,JUL
2,"@urstruly_nitesh @Idea @airtelindia @reliancejio It depends on your location, in rural areas jio is poor",1151216139965517828,104,2019-07-16 19:44:50,Twitter for Android,0,0,AroraRishav,-1,19,7,16,JUL
3,⁦@JioCare⁩ ⁦@JioSaavn⁩ i want to make this song at any cost. ⁦@reliancejio⁩ https://t.co/gvPQ4T22tT,1151214507974246400,99,2019-07-16 19:38:21,Twitter for iPhone,0,0,ipraveenpatil4,0,19,7,16,JUL
0,@reliancejio That's my morning 🤣 https://t.co/giE0zaLX6X,1151352416287113217,56,2019-07-17 04:46:21,Twitter for Android,0,0,mnautss,0,4,7,17,JUL
1,RT @Scimitar_SS: @just_outspoken @BharathamSarath @Rita_Banerji @reliancejio @TRAI So basically anyone could take over the number. No hacki…,1151352185394888705,140,2019-07-17 04:45:26,Twitter for Android,0,2,Rita_Banerji,0,4,7,17,JUL
3,Still waiting for response and I have provided all the details But no response given by @reliancejio @JioCare https://t.co/AOiLDZU4vP,1151352032671850496,133,2019-07-17 04:44:50,Twitter for Android,0,0,WriterSaagar,0,4,7,17,JUL
4,"@Nita__Ambani 
@reliancejio 
Hi mam, 
I have cab project plan .
if you give me appointment I will describe this pro… https://t.co/1lg9lyhCnE",1151351982919045121,140,2019-07-17 04:44:38,Twitter Web App,1,0,Vijayku60333382,0,4,7,17,JUL
5,RT @Scimitar_SS: @BharathamSarath @Rita_Banerji @reliancejio @TRAI I've been told that even employees have free access to your SMS. So gett…,1151351793453895680,140,2019-07-17 04:43:53,Twitter for Android,0,1,Rita_Banerji,1,4,7,17,JUL
6,RT @Scimitar_SS: @BharathamSarath @Rita_Banerji @reliancejio @TRAI Part of the problem is that everything is being linked to your mobile (i…,1151351758720884737,140,2019-07-17 04:43:45,Twitter for Android,0,1,Rita_Banerji,0,4,7,17,JUL
7,"@reliancejio 🙁

Slow jio",1151351575643709440,24,2019-07-17 04:43:01,Twitter for Android,0,0,sidprakash87,-1,4,7,17,JUL
8,@reliancejio Your mobile data =🏃🏃🚶🤸🚶🚶🏃,1151351548334600192,38,2019-07-17 04:42:54,Twitter for Android,0,0,vjindian12,0,4,7,17,JUL
9,"@JioGigaFiber_ @JioCare @reliancejio Hi, I am waiting for jio gigafiber connection from past 1 year. Still there ar… https://t.co/DGPxAT0ALV",1151351198470905857,140,2019-07-17 04:41:31,Twitter Web App,0,0,Awa007Wasim,-1,4,7,17,JUL
10,"@reliancejio want 2 knw y my OG calls not getting connected at first dial? 
I hav done port in frm Airtel 2 jio jus… https://t.co/csUUhVZmvj",1151350996104122369,140,2019-07-17 04:40:43,Twitter Web App,0,0,shrikanthamc,1,4,7,17,JUL
11,@RavindraGautam_ @VodafoneIN @TRAI @airtelindia @VodafoneGroup @reliancejio @TOIIndiaNews Hahaha that's very true!… https://t.co/GL7DN1jnD5,1151350186632871936,139,2019-07-17 04:37:30,Twidere for Android #8,0,0,MuruganSwamy09,1,4,7,17,JUL
12,@JioCare your employees are just disgusting ..they promise before payment and after don't even receive calls neithe… https://t.co/NPcTPhkTPJ,1151350146061389824,140,2019-07-17 04:37:20,Twitter for Android,0,0,vickyoberoi689,-1,4,7,17,JUL
13,@reliancejio @JioCare @DoT_India I’m sending request for port out but not getting UPC code. This massage I’m gettin… https://t.co/Aqrw8XAUwX,1151349907791335426,140,2019-07-17 04:36:23,Twitter for iPhone,0,0,KRISHNA_ARUN,0,4,7,17,JUL
14,@reliancejio Jio net is very  slow,1151349884240330755,34,2019-07-17 04:36:18,Twitter for Android,0,0,lokiiliger,-1,4,7,17,JUL
15,@reliancejio As always no speed only buffering 😔,1151349843169665024,48,2019-07-17 04:36:08,Twitter for Android,0,0,Tanzeem_khan,0,4,7,17,JUL
16,Zero network bar of Jio at my prateeksha Nagar house not able to connect even after coming out of house @telecom @jio @reliancejio,1151349792527667200,130,2019-07-17 04:35:56,Twitter for Android,1,0,VaziraniB,-1,4,7,17,JUL
17,@reliancejio @JioCare @TRAI @ConnectCOAI @consumersindia @Consumer2Court Jionet simply refuses to work. Calls 2 cal… https://t.co/meC3bYgYXq,1151349622171828226,140,2019-07-17 04:35:15,Twitter for Android,0,0,mickey_06980,0,4,7,17,JUL
18,@reliancejio ☹️ POOR NET SPEED😏,1151349542714933249,31,2019-07-17 04:34:56,Twitter for Android,0,0,prakashs1998,-1,4,7,17,JUL
19,@reliancejio With ur pathetic service,1151349346807365632,37,2019-07-17 04:34:09,Twitter for Android,0,0,alok_bih1,-1,4,7,17,JUL
20,@reliancejio When can we expect jio set top box???,1151349325424762881,50,2019-07-17 04:34:04,Twitter for Android,0,0,THARUN0912,1,4,7,17,JUL
21,Due to #poor #service #network i #switched to #Vodafone from #idea but again same #badservice seems need to switch… https://t.co/utXELxOOdb,1151349236367273985,139,2019-07-17 04:33:43,Twitter for iPhone,0,0,techlandvoyager,-1,4,7,17,JUL
22,New Strategy to market &amp; Promote Jio Giga Fibre by @reliancejio.. Slow Down their exisiting Network 🙃.. Am I Ryt… https://t.co/1m3g1Loc1w,1151348896141959169,141,2019-07-17 04:32:22,Twitter for Android,0,0,Dr_NavedKhan,-1,4,7,17,JUL
23,"@reliancejio @reliancejio Network coverage is  very worst in MAU district ( U.P)
Village Location :Achhar locality… https://t.co/zyRw3vwzVs",1151346989222678529,139,2019-07-17 04:24:47,Twitter for Android,0,0,rajeevlko9009,-1,4,7,17,JUL
24,"@JioCare @reliancejio We Are Facing Network Issues In Our Area Of Jio Sim. The Network Is Not Coming In The U.P., K… https://t.co/OroCfxOkDL",1151346104354529281,140,2019-07-17 04:21:16,Twitter for Android,0,0,SanjayS85498107,0,4,7,17,JUL
25,"@JioCare 20kbps is not a 4g speed.
A 2g sim card will give better speed then your worthless 4g @reliancejio",1151346027871526912,107,2019-07-17 04:20:58,Twitter for Android,0,0,Rksingh620,-1,4,7,17,JUL
26,@Airtel_Presence @airtelindia  my device micromax evok power supports volte but airtel is not showing volte. Your c… https://t.co/fJDGYwyWo8,1151344808692080640,140,2019-07-17 04:16:08,Twitter for Android,0,0,CreativeApurba,0,4,7,17,JUL
27,@JioCare @reliancejio : I am worried about our National Security as you are not able to track the sender of unsolic… https://t.co/LbVtoHZJJc,1151343122573479936,140,2019-07-17 04:09:25,Twitter Web Client,0,0,himesh_india,-1,4,7,17,JUL
28,@JioCare @reliancejio : Whom do you trust? Your Customer or Competitor? I am complaining that I am flooded with uns… https://t.co/2BstlvOYOj,1151342635593768960,140,2019-07-17 04:07:29,Twitter Web Client,0,0,himesh_india,0,4,7,17,JUL
29,@JioCare @ashwinlund Nothing happening after share all details. I am suffering last one weak in delhi  for data .Ve… https://t.co/y7a0kU37LJ,1151342167815856134,140,2019-07-17 04:05:38,Twitter for Android,1,0,prakashkanth87,-1,4,7,17,JUL
30,@JioCare @reliancejio currently i am facing a fluctuating internet issue   due to which i am unable to  browse any app over my phone.,1151341723441750016,133,2019-07-17 04:03:52,Twitter for Android,0,0,ChanganiSaurabh,-1,4,7,17,JUL
31,"We are facing network issue in this area attached in map
There are no network coverage here from long time. See net… https://t.co/U1nkszVKV9",1151341354770817024,140,2019-07-17 04:02:24,Twitter for Android,0,0,sudheshalok,-1,4,7,17,JUL
32,@JioCare Do you people even bother to make a call back @reliancejio,1151340866155368448,67,2019-07-17 04:00:28,Twitter for Android,0,0,haseebshah08,0,4,7,17,JUL
33,VodaIdea gave an avg 9% raise &amp;. 97% variable pay . Airtel’s avg hike is 7.5% &amp; 100% VP. All eyes on Jio whose rais… https://t.co/Gad6RTvOr6,1151340321852153856,148,2019-07-17 03:58:18,Twitter for iPhone,0,0,DevinaET,0,3,7,17,JUL
34,"@reliancejio please help me...
My ac balance of jio Sim is 456 and I want to recharge with recharge of 499-50= 449(… https://t.co/IJZ2jSIBzi",1151339155156156416,140,2019-07-17 03:53:40,Twitter for Android,0,0,Rajputshakti11,0,3,7,17,JUL
35,"Hello @Airtel_Presence first thing I've already raised complaint for network issue.
And other thing whenever someon… https://t.co/XaI9HtutoD",1151338986318598144,140,2019-07-17 03:52:59,Twitter for Android,0,0,MoinZubairCric,-1,3,7,17,JUL
36,@reliancejio @JioCare My calls are getting dropped since last 4 days. Cure the problem at the earliest.,1151338781171048449,103,2019-07-17 03:52:10,Twitter for Android,0,0,dharmeshblue7,0,3,7,17,JUL
37,"@reliancejio @JioCare In South City 1, we are getting Airtel ISP speed of 2 MBPS.. pls help",1151337558111997953,91,2019-07-17 03:47:19,Twitter for iPhone,0,0,jatintagra,0,3,7,17,JUL
38,"@cmohry sir i live in South City 1 Gurugram &amp; Internet service is very bad here, when i asked ISP (airtel) why you… https://t.co/obYnjPVzKw",1151336766374207490,143,2019-07-17 03:44:10,Twitter for iPhone,0,0,jatintagra,-1,3,7,17,JUL
40,"Such is the reality of @JioCare , @reliancejio  gigafiber, no customer care calls attended and not only mine everyo… https://t.co/ZcqnIGmFxr",1151334770313351168,140,2019-07-17 03:36:14,Twitter Web App,0,0,Abhay3459,0,3,7,17,JUL
41,@reliancejio network coverage is good but net speed going worst day by day. Going to try @Airtel_Presence for some… https://t.co/FeFNiml4ID,1151334198537359360,139,2019-07-17 03:33:58,Twitter for Android,0,0,TechnoAza,-1,3,7,17,JUL
42,"@CMOTamilNadu kindly advise to stop cable laying in road in under ground in chennai city 
Rainey in allover chennai… https://t.co/KjOdDvH68F",1151332774453940224,140,2019-07-17 03:28:18,Twitter for Android,0,0,ASelvasubraman2,1,3,7,17,JUL
43,@reliancejio Can you please update me about the installation of JioGigaFiber vide Order Number NO0000B2FDYM. As per… https://t.co/lLUgRm0P3g,1151331652150292481,140,2019-07-17 03:23:51,Twitter for Android,0,0,Talwar_Vikas,0,3,7,17,JUL
44,"@JioCare @reliancejio Network coverage is  very worst in MAU district ( U.P)
Village:Achhar locality where population is about  70,000",1151330465275494400,134,2019-07-17 03:19:08,Twitter for Android,0,0,rajeevlko9009,-1,3,7,17,JUL
45,"Jio is Jio.... Always worst. How they are cheating us, see the situation at Agartala Tripura. @JioCare @reliancejio… https://t.co/xmrF6pc7Pt",1151330055223574533,140,2019-07-17 03:17:30,Twitter for Android,0,0,mrinalghosh1,-1,3,7,17,JUL
46,"Can't find any network in Galgotias University Greater noida @reliancejio @JioCare @GalgotiasUni
Kindly look into i… https://t.co/jExm7UNttF",1151329821932179464,140,2019-07-17 03:16:34,Twitter for Android,1,0,RajShekharGupt9,1,3,7,17,JUL
47,"@reliancejio jio  Network coverage is  very worst in MAU district ( U.P)
Village:Achhar locality where population is about  70,000",1151329616033800192,130,2019-07-17 03:15:45,Twitter for Android,0,0,rajeevlko9009,-1,3,7,17,JUL
48,"@reliancejio Network coverage is  very worst in MAU district ( U.P)
Village:Achhar locality where population is about  70,000",1151329132518580224,125,2019-07-17 03:13:50,Twitter for Android,0,0,rajeevlko9009,-1,3,7,17,JUL
49,"Can't able to access the jio network in my area. 
 jio, can't do anything if your network is not working in a week… https://t.co/HTtQMwkxEX",1151328599212904448,139,2019-07-17 03:11:43,Twitter for Android,3,0,PankajA09859299,1,3,7,17,JUL
50,@reliancejio of @anmol_ambani @IMGReliance experiencing worst service.This the network condition of my jio connecti… https://t.co/NyRAz5q1us,1151328174438924289,140,2019-07-17 03:10:02,Twitter for Android,0,0,umashankardhir,-1,3,7,17,JUL
51,Worst Jio network at Andheri railway station area at 8.30AM... After many complaint also no improvement...@JioCare… https://t.co/NEStKTFwBI,1151328040493862912,139,2019-07-17 03:09:30,Twitter for Android,1,0,AmeySakhare2,-1,3,7,17,JUL
52,@JioCare @JioCare @reliancejio @reliancegroup Assistance?? You are not solving problem. U r not not understanding c… https://t.co/Qm4M9cLjjq,1151327504059097088,140,2019-07-17 03:07:22,Twitter for Android,0,0,mayurpimparkar,0,3,7,17,JUL
53,I personally recommend everyone to buy @JioCare @reliancejio sim other than @VodafoneIN because Vodafone will attra… https://t.co/BexYe05fCL,1151327450330099714,140,2019-07-17 03:07:09,Twitter for Android,0,0,abhigarg5522,-1,3,7,17,JUL
